[SYS] 2023/12/22 - 16:55:03 | One API  started 
[SYS] 2023/12/22 - 16:55:03 | using MySQL as database 
[FATAL] 2023/12/22 - 16:55:03 | [dial tcp 172.22.0.3:3306: connect: connection refused] 
[SYS] 2023/12/22 - 16:55:04 | One API  started 
[SYS] 2023/12/22 - 16:55:04 | using MySQL as database 
[FATAL] 2023/12/22 - 16:55:04 | [dial tcp 172.22.0.3:3306: connect: connection refused] 
[SYS] 2023/12/22 - 16:55:05 | One API  started 
[SYS] 2023/12/22 - 16:55:05 | using MySQL as database 
[FATAL] 2023/12/22 - 16:55:05 | [dial tcp 172.22.0.3:3306: connect: connection refused] 
[SYS] 2023/12/22 - 16:55:06 | One API  started 
[SYS] 2023/12/22 - 16:55:06 | using MySQL as database 
[FATAL] 2023/12/22 - 16:55:06 | [dial tcp 172.22.0.3:3306: connect: connection refused] 
[SYS] 2023/12/22 - 16:55:07 | One API  started 
[SYS] 2023/12/22 - 16:55:07 | using MySQL as database 
[FATAL] 2023/12/22 - 16:55:07 | [dial tcp 172.22.0.3:3306: connect: connection refused] 
[SYS] 2023/12/22 - 16:55:09 | One API  started 
[SYS] 2023/12/22 - 16:55:09 | using MySQL as database 
[SYS] 2023/12/22 - 16:55:09 | database migration started 
[SYS] 2023/12/22 - 16:55:09 | database migrated 
[SYS] 2023/12/22 - 16:55:09 | no user exists, create a root user for you: username is root, password is 123456 
[SYS] 2023/12/22 - 16:55:09 | SYNC_FREQUENCY not set, Redis is disabled 
[SYS] 2023/12/22 - 16:55:09 | initializing token encoders 
[SYS] 2023/12/22 - 16:55:12 | token encoders initialized 
[SYS] 2023/12/22 - 17:21:20 | One API  started 
[SYS] 2023/12/22 - 17:21:20 | using MySQL as database 
[FATAL] 2023/12/22 - 17:21:20 | [dial tcp 172.22.0.3:3306: connect: connection refused] 
[SYS] 2023/12/22 - 17:21:21 | One API  started 
[SYS] 2023/12/22 - 17:21:21 | using MySQL as database 
[SYS] 2023/12/22 - 17:21:21 | database migration started 
[SYS] 2023/12/22 - 17:21:21 | database migrated 
[SYS] 2023/12/22 - 17:21:21 | SYNC_FREQUENCY not set, Redis is disabled 
[SYS] 2023/12/22 - 17:21:21 | initializing token encoders 
[SYS] 2023/12/22 - 17:21:23 | token encoders initialized 
[GIN] 2023/12/22 - 17:21:51 | 2023122217215150778437iWraCclP | 200 |      75.751µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:22:21 | 2023122217222188750501IlE4jd7U | 200 |      29.311µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:22:51 | 20231222172251184926617zNri3iXJ | 200 |      48.104µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:23:21 | 20231222172321272770429VJqpV0PG | 200 |      60.896µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:23:51 | 20231222172351348710191sBTuUGBn | 200 |      58.813µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:24:21 | 202312221724214013382665MQamXda | 200 |      28.817µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:24:51 | 20231222172451489240911VooNjkFT | 200 |      35.353µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:25:21 | 20231222172521579081877QmAaSMOr | 200 |      46.085µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:25:51 | 20231222172551660344747ljI6F6Qr | 200 |     113.577µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:26:21 | 20231222172621741108747OxiztSTB | 200 |      41.202µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:26:51 | 20231222172651857329324CXz5Q0Xy | 200 |      46.676µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:27:21 | 20231222172721955812882xN5kblUl | 200 |       41.42µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:27:52 | 2023122217275212905296rss2Otd8 | 200 |      52.077µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:28:22 | 20231222172822109857415z7JOrBUB | 200 |      44.665µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:28:52 | 20231222172852193553615QiXPiVFj | 200 |      57.048µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:28:54 | 20231222172854912496703QrySAFYg | 200 |   13.622998ms |   10.10.111.146 |     GET /
[GIN] 2023/12/22 - 17:28:54 | 20231222172854943734541bJwqYPTb | 200 |   30.550407ms |   10.10.111.146 |     GET /static/js/main.3fae1daf.js
[GIN] 2023/12/22 - 17:28:55 | 2023122217285520641484Mon7KiOI | 200 |     567.648µs |   10.10.111.146 |     GET /static/js/416.e51f1b68.chunk.js
[GIN] 2023/12/22 - 17:28:55 | 2023122217285543133497n9d2kpyH | 200 |     273.976µs |   10.10.111.146 |     GET /api/status
[GIN] 2023/12/22 - 17:28:55 | 2023122217285567752828cyvEOB46 | 200 |     380.416µs |   10.10.111.146 |     GET /api/notice
[GIN] 2023/12/22 - 17:28:55 | 20231222172855687082022bHx9fj6 | 200 |      54.338µs |   10.10.111.146 |     GET /api/home_page_content
[GIN] 2023/12/22 - 17:29:22 | 20231222172922248950567Iqqca14v | 200 |      50.149µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:29:50 | 20231222172950119466394d1XmwgKR | 200 |     404.275µs |   10.10.111.146 |     GET /
[GIN] 2023/12/22 - 17:29:50 | 20231222172950194927902qJJckP8z | 200 |     351.776µs |   10.10.111.146 |     GET /api/status
[GIN] 2023/12/22 - 17:29:50 | 20231222172950204143924sqdRDTF5 | 200 |     259.739µs |   10.10.111.146 |     GET /api/notice
[GIN] 2023/12/22 - 17:29:50 | 20231222172950205264473dAwxIXQy | 200 |     835.417µs |   10.10.111.146 |     GET /api/home_page_content
[GIN] 2023/12/22 - 17:29:52 | 20231222172952332348978vuzqDkNZ | 200 |      45.831µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:30:22 | 20231222173022412125969uVkoRi3q | 200 |      32.924µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:30:52 | 20231222173052505403386VxYOt7Vy | 200 |      43.513µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:31:22 | 20231222173122589361294qSJjcuFX | 200 |      27.846µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:31:52 | 20231222173152685705509BQLbrV5k | 200 |     108.112µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:32:22 | 20231222173222749022438vws0mQST | 200 |      44.652µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:32:52 | 2023122217325283698371974sFZUeL | 200 |      36.416µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:33:22 | 20231222173322953891773KWh6bTxm | 200 |      37.901µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:33:53 | 2023122217335315828434KuMWks8E | 200 |      63.819µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:34:23 | 2023122217342397626346DBiFpBBk | 200 |      48.096µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:34:53 | 20231222173453181120164hYuIPtrN | 200 |      45.375µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:35:23 | 202312221735232679940738kgGjncK | 200 |      63.818µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:35:53 | 20231222173553329340286VpeQh1CY | 200 |      73.084µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:36:23 | 20231222173623400066822yf4YCQzA | 200 |       26.48µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:36:53 | 20231222173653488951476eoJs3qXL | 200 |      54.251µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:37:23 | 202312221737235853380740UV7JQDb | 200 |      38.694µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:37:53 | 20231222173753673093911iArdWAYO | 200 |      85.836µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:38:23 | 20231222173823765209118dZZ2NxKc | 200 |      42.299µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:38:53 | 202312221738538205094086HTxtHQs | 200 |      29.033µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:39:23 | 20231222173923904908341Y0EAw7Rd | 200 |      49.783µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:39:53 | 20231222173953964610209uI2Ox64z | 200 |      82.479µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:40:24 | 2023122217402482168545phkJs1pl | 200 |      44.277µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:40:54 | 20231222174054172544482uGcToQ5h | 200 |      37.007µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:41:24 | 20231222174124268347574dM3MUKCI | 200 |      37.042µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:41:54 | 20231222174154347378259jCseUmkj | 200 |     119.128µs |       127.0.0.1 |     GET /api/status
[GIN] 2023/12/22 - 17:42:24 | 20231222174224444577776Gq2Wnm0Q | 200 |      35.637µs |       127.0.0.1 |     GET /api/status
